Date,Price,Interest_Rate,Inflation,GDP_Growth,VIX,DXY
2021-07-02,137.1471252,1.44,5.269167647240969,10.318129252480258,15.07,92.2300033569336
2021-07-06,139.1656952,1.37,5.269167647240969,10.318129252480258,16.44,92.55000305175781
2021-07-07,141.6644592,1.33,5.269167647240969,10.318129252480258,16.2,92.63999938964844
2021-07-08,140.3612518,1.3,5.269167647240969,10.318129252480258,19.0,92.36000061035156
2021-07-09,142.193634,1.37,5.269167647240969,10.318129252480258,16.18,92.12999725341797
2021-07-12,141.5958557,1.38,5.269167647240969,10.318129252480258,16.17,92.2300033569336
2021-07-13,142.7129669,1.42,5.269167647240969,10.318129252480258,17.12,92.75
2021-07-14,146.1524353,1.37,5.269167647240969,10.318129252480258,16.33,92.41000366210938
2021-07-15,145.4958649,1.31,5.269167647240969,10.318129252480258,17.01,92.62000274658203
2021-07-16,143.447876,1.31,5.269167647240969,10.318129252480258,18.45,92.69000244140625
2021-07-19,139.5870819,1.19,5.269167647240969,10.318129252480258,22.5,92.88999938964844
2021-07-20,143.2127075,1.23,5.269167647240969,10.318129252480258,19.73,92.97000122070312
2021-07-21,142.4777832,1.3,5.269167647240969,10.318129252480258,17.91,92.75
2021-07-22,143.8496857,1.27,5.269167647240969,10.318129252480258,17.69,92.81999969482422
2021-07-23,145.5743103,1.3,5.269167647240969,10.318129252480258,17.2,92.91000366210938
2021-07-26,145.9956512,1.29,5.269167647240969,10.318129252480258,17.58,92.6500015258789
2021-07-27,143.8202362,1.25,5.269167647240969,10.318129252480258,19.36,92.43000030517578
2021-07-28,142.0661926,1.26,5.269167647240969,10.318129252480258,18.31,92.31999969482422
2021-07-29,142.7129669,1.28,5.269167647240969,10.318129252480258,17.7,91.86000061035156
2021-07-30,142.9285278,1.24,5.269167647240969,10.318129252480258,18.24,92.16999816894531
2021-08-02,142.5953522,1.2,5.181323173271246,10.318129252480258,19.46,92.05000305175781
2021-08-03,144.398407,1.19,5.181323173271246,10.318129252480258,18.04,92.08000183105469
2021-08-04,143.9966431,1.19,5.181323173271246,10.318129252480258,17.97,92.2699966430664
2021-08-05,144.1044312,1.23,5.181323173271246,10.318129252480258,17.28,92.23999786376953
2021-08-06,143.4174652,1.31,5.181323173271246,10.318129252480258,16.15,92.80000305175781
2021-08-09,143.3684082,1.33,5.181323173271246,10.318129252480258,16.72,92.94999694824219
2021-08-10,142.8875732,1.36,5.181323173271246,10.318129252480258,16.79,93.05999755859375
2021-08-11,143.1427155,1.35,5.181323173271246,10.318129252480258,16.06,92.91000366210938
2021-08-12,146.1162415,1.36,5.181323173271246,10.318129252480258,15.59,93.04000091552734
2021-08-13,146.3223419,1.29,5.181323173271246,10.318129252480258,15.45,92.5199966430664
2021-08-16,148.3047028,1.26,5.181323173271246,10.318129252480258,16.12,92.62999725341797
2021-08-17,147.3920288,1.26,5.181323173271246,10.318129252480258,17.91,93.12999725341797
2021-08-18,143.6333618,1.27,5.181323173271246,10.318129252480258,21.57,93.13999938964844
2021-08-19,143.967041,1.24,5.181323173271246,10.318129252480258,21.67,93.56999969482422
2021-08-20,145.4292755,1.26,5.181323173271246,10.318129252480258,18.56,93.5
2021-08-23,146.9209747,1.25,5.181323173271246,10.318129252480258,17.15,92.95999908447266
2021-08-24,146.8326416,1.29,5.181323173271246,10.318129252480258,17.22,92.88999938964844
2021-08-25,145.5961151,1.35,5.181323173271246,10.318129252480258,16.79,92.83000183105469
2021-08-26,144.7913818,1.34,5.181323173271246,10.318129252480258,18.84,93.05999755859375
2021-08-27,145.8316498,1.31,5.181323173271246,10.318129252480258,16.39,92.69000244140625
2021-08-30,150.2674255,1.29,5.181323173271246,10.318129252480258,16.19,92.6500015258789
2021-08-31,149.0014954,1.3,5.181323173271246,10.318129252480258,16.48,92.62999725341797
2021-09-01,149.6687927,1.31,5.363523425270289,10.318129252480258,16.11,92.44999694824219
2021-09-02,150.7875671,1.29,5.363523425270289,10.318129252480258,16.41,92.2300033569336
2021-09-03,151.4254761,1.33,5.363523425270289,10.318129252480258,16.41,92.04000091552734
2021-09-07,153.7709351,1.38,5.363523425270289,10.318129252480258,18.14,92.5199966430664
2021-09-08,152.2203369,1.35,5.363523425270289,10.318129252480258,17.96,92.6500015258789
2021-09-09,151.1997375,1.3,5.363523425270289,10.318129252480258,18.8,92.4800033569336
2021-09-10,146.1947479,1.35,5.363523425270289,10.318129252480258,20.95,92.58000183105469
2021-09-13,146.7639771,1.33,5.363523425270289,10.318129252480258,19.37,92.62000274658203
2021-09-14,145.3605652,1.28,5.363523425270289,10.318129252480258,19.46,92.6500015258789
2021-09-15,146.2536163,1.31,5.363523425270289,10.318129252480258,18.18,92.48999786376953
2021-09-16,146.0180817,1.34,5.363523425270289,10.318129252480258,18.69,92.86000061035156
2021-09-17,143.3389435,1.37,5.363523425270289,10.318129252480258,20.81,93.19999694824219
2021-09-20,140.2770996,1.31,5.363523425270289,10.318129252480258,25.71,93.23999786376953
2021-09-21,140.7579498,1.33,5.363523425270289,10.318129252480258,24.36,93.19999694824219
2021-09-22,143.1328735,1.32,5.363523425270289,10.318129252480258,20.87,93.45999908447266
2021-09-23,144.0946503,1.41,5.363523425270289,10.318129252480258,18.63,93.0999984741211
2021-09-24,144.1829529,1.47,5.363523425270289,10.318129252480258,17.75,93.33000183105469
2021-09-27,142.6618042,1.48,5.363523425270289,10.318129252480258,18.76,93.37999725341797
2021-09-28,139.2662659,1.54,5.363523425270289,10.318129252480258,23.25,93.7699966430664
2021-09-29,140.1691589,1.55,5.363523425270289,10.318129252480258,22.56,94.33999633789062
2021-09-30,138.8639069,1.52,5.363523425270289,10.318129252480258,23.14,94.25
2021-10-01,139.9924774,1.48,6.226591220771449,12.271963358895398,21.15,94.04000091552734
2021-10-04,136.5478973,1.49,6.226591220771449,12.271963358895398,22.96,93.80999755859375
2021-10-05,138.4812012,1.54,6.226591220771449,12.271963358895398,21.3,93.9800033569336
2021-10-06,139.3545837,1.53,6.226591220771449,12.271963358895398,21.0,94.2699966430664
2021-10-07,140.6205444,1.58,6.226591220771449,12.271963358895398,19.54,94.22000122070312
2021-10-08,140.237854,1.61,6.226591220771449,12.271963358895398,18.77,94.06999969482422
2021-10-11,140.1494904,1.61,6.226591220771449,12.271963358895398,20.0,94.31999969482422
2021-10-12,138.873703,1.59,6.226591220771449,12.271963358895398,19.85,94.5199966430664
2021-10-13,138.2849274,1.56,6.226591220771449,12.271963358895398,18.64,94.08000183105469
2021-10-14,141.0817871,1.52,6.226591220771449,12.271963358895398,16.86,93.95999908447266
2021-10-15,142.1416931,1.59,6.226591220771449,12.271963358895398,16.3,93.94000244140625
2021-10-18,143.8198395,1.59,6.226591220771449,12.271963358895398,16.31,93.94999694824219
2021-10-19,145.988678,1.65,6.226591220771449,12.271963358895398,15.7,93.79000091552734
2021-10-20,146.4793549,1.65,6.226591220771449,12.271963358895398,15.49,93.55999755859375
2021-10-21,146.6952515,1.68,6.226591220771449,12.271963358895398,15.01,93.7699966430664
2021-10-22,145.9199982,1.66,6.226591220771449,12.271963358895398,15.43,93.61000061035156
2021-10-25,145.8709259,1.64,6.226591220771449,12.271963358895398,15.24,93.80999755859375
2021-10-26,146.538208,1.63,6.226591220771449,12.271963358895398,15.98,93.94999694824219
2021-10-27,146.0769958,1.54,6.226591220771449,12.271963358895398,16.98,93.86000061035156
2021-10-28,149.7277069,1.57,6.226591220771449,12.271963358895398,16.53,93.3499984741211
2021-10-29,147.0092926,1.55,6.226591220771449,12.271963358895398,16.26,94.12000274658203
2021-11-01,146.1849213,1.58,6.865559520296194,12.271963358895398,16.41,93.87999725341797
2021-11-02,147.2252197,1.56,6.865559520296194,12.271963358895398,16.03,94.08999633789062
2021-11-03,148.6678162,1.6,6.865559520296194,12.271963358895398,15.1,93.86000061035156
2021-11-04,148.1476746,1.53,6.865559520296194,12.271963358895398,15.44,94.3499984741211
2021-11-05,148.6783752,1.45,6.865559520296194,12.271963358895398,16.48,94.31999969482422
2021-11-08,147.8528595,1.51,6.865559520296194,12.271963358895398,17.22,94.05000305175781
2021-11-09,148.2164612,1.46,6.865559520296194,12.271963358895398,17.78,93.95999908447266
2021-11-10,145.3761444,1.56,6.865559520296194,12.271963358895398,18.73,94.8499984741211
2021-11-11,145.3270569,1.56,6.865559520296194,12.271963358895398,17.66,95.18000030517578
2021-11-12,147.4105682,1.58,6.865559520296194,12.271963358895398,16.29,95.12999725341797
2021-11-15,147.4203949,1.63,6.865559520296194,12.271963358895398,16.49,95.41000366210938
2021-11-16,148.4031982,1.63,6.865559520296194,12.271963358895398,16.37,95.91999816894531
2021-11-17,150.8503876,1.6,6.865559520296194,12.271963358895398,17.11,95.83000183105469
2021-11-18,155.1550446,1.59,6.865559520296194,12.271963358895398,17.59,95.54000091552734
2021-11-19,157.7889404,1.54,6.865559520296194,12.271963358895398,17.91,96.06999969482422
2021-11-22,158.2509003,1.63,6.865559520296194,12.271963358895398,19.17,96.5
2021-11-23,158.634201,1.67,6.865559520296194,12.271963358895398,19.38,96.48999786376953
